0   , 6350   , 0      , 0      , 38     , 38     , 1      , 0      , 0      
1   , 6350   , 0      , 1      , 38     , 38     , 2      , 0      , 0      
2   , 6350   , 0      , 2      , 38     , 38     , 3      , 0      , 0      
3   , 6350   , 0      , 3      , 38     , 38     , 4      , 0      , 0      
4   , 6350   , 0      , 4      , 38     , 38     , 5      , 0      , 0      
5   , 6350   , 0      , 5      , 38     , 38     , 6      , 0      , 0      
6   , 6350   , 0      , 6      , 38     , 38     , 7      , 0      , 0      
7   , 6350   , 0      , 7      , 38     , 38     , 8      , 0      , 0      
8   , 6350   , 0      , 8      , 38     , 38     , 9      , 0      , 0      
9   , 6350   , 0      , 9      , 38     , 38     , 10     , 0      , 0      
10  , 6350   , 1      , 0      , 38     , 38     , 11     , 0      , 0      
11  , 6350   , 1      , 1      , 38     , 38     , 12     , 0      , 0      
12  , 6350   , 1      , 2      , 38     , 38     , 13     , 0      , 0      
13  , 6350   , 1      , 3      , 38     , 38     , 14     , 0      , 0      
14  , 6350   , 1      , 4      , 38     , 38     , 15     , 0      , 0      
15  , 6350   , 1      , 5      , 38     , 38     , 16     , 0      , 0      
16  , 6351   , 1      , 6      , 38     , 38     , 17     , 0      , 0      
17  , 6351   , 1      , 7      , 38     , 38     , 18     , 0      , 0      
18  , 6351   , 1      , 8      , 38     , 38     , 19     , 0      , 0      
19  , 6351   , 2      , 0      , 38     , 38     , 20     , 0      , 0      
20  , 6351   , 2      , 1      , 38     , 38     , 21     , 0      , 0      
21  , 6351   , 2      , 2      , 38     , 38     , 22     , 0      , 0      
22  , 6351   , 2      , 3      , 38     , 38     , 23     , 0      , 0      
23  , 6351   , 2      , 4      , 38     , 38     , 24     , 0      , 0      
24  , 6351   , 2      , 5      , 38     , 38     , 25     , 0      , 0      
25  , 6351   , 2      , 6      , 38     , 38     , 26     , 0      , 0      
26  , 6351   , 2      , 7      , 38     , 38     , 27     , 0      , 0      
27  , 6351   , 3      , 0      , 38     , 38     , 28     , 0      , 0      
28  , 6351   , 3      , 1      , 38     , 38     , 29     , 0      , 0      
29  , 6353   , 3      , 2      , 38     , 38     , 30     , 0      , 0      
30  , 6353   , 3      , 3      , 38     , 38     , 31     , 0      , 0      
31  , 6353   , 3      , 4      , 38     , 38     , 32     , 0      , 0      
32  , 6353   , 3      , 5      , 38     , 38     , 33     , 0      , 0      
33  , 6353   , 3      , 6      , 38     , 38     , 34     , 0      , 0      
34  , 6353   , 4      , 0      , 38     , 38     , 35     , 0      , 0      
35  , 6353   , 4      , 1      , 38     , 38     , 36     , 0      , 0      
36  , 6353   , 4      , 2      , 38     , 38     , 37     , 0      , 0      
37  , 6353   , 4      , 3      , 38     , 38     , 38     , 0      , 0      
38  , 6353   , 4      , 4      , 38     , 38     , 39     , 0      , 0      
39  , 6353   , 4      , 5      , 38     , 38     , 40     , 0      , 0      
40  , 6353   , 5      , 0      , 38     , 38     , 41     , 0      , 0      
41  , 6353   , 5      , 1      , 38     , 38     , 42     , 0      , 0      
42  , 6353   , 5      , 2      , 38     , 38     , 43     , 0      , 0      
43  , 6353   , 5      , 3      , 38     , 38     , 44     , 0      , 0      
44  , 6353   , 5      , 4      , 38     , 38     , 45     , 0      , 0      
45  , 6353   , 6      , 0      , 38     , 38     , 46     , 0      , 0      
46  , 6353   , 6      , 1      , 38     , 38     , 47     , 0      , 0      
47  , 6354   , 6      , 2      , 38     , 38     , 48     , 0      , 0      
48  , 6354   , 6      , 3      , 38     , 38     , 49     , 0      , 0      
49  , 6354   , 7      , 0      , 38     , 38     , 50     , 0      , 0      
50  , 6354   , 7      , 1      , 38     , 38     , 51     , 0      , 0      
51  , 6354   , 7      , 2      , 38     , 38     , 52     , 0      , 0      
52  , 6354   , 8      , 0      , 38     , 38     , 53     , 0      , 0      
53  , 6354   , 8      , 1      , 38     , 38     , 54     , 0      , 0      
54  , 6354   , 9      , 0      , 38     , 38     , 55     , 0      , 0      
